

Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.82,19.9429,1.0000,1.0000,45.005,-0.203

Date/Time:,26-Aug-11 08:12:19 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.75,15.3856,1.0000,1.0000,45.006,-0.195

Date/Time:,26-Aug-11 08:00:24 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.79,19.4206,1.0000,1.0000,45.007,-0.195

Date/Time:,26-Aug-11 07:48:24 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.61,16.1245,1.0000,1.0000,45.009,-0.193

Date/Time:,26-Aug-11 07:36:29 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.75,21.6231,1.0000,1.0000,45.008,-0.189

Date/Time:,26-Aug-11 07:24:30 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.89,17.8240,1.0000,1.0000,45.012,-0.191

Date/Time:,26-Aug-11 07:12:33 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.80,21.2034,1.0000,1.0000,45.012,-0.189

Date/Time:,26-Aug-11 07:00:33 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.72,18.8824,1.0000,1.0000,45.012,-0.187

Date/Time:,26-Aug-11 06:48:36 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10189.00,19.3180,1.0000,1.0000,45.017,-0.188

Date/Time:,26-Aug-11 06:36:35 PM
Film name:,SQC Acq-SR OCD VIS
Stage group:,4X Pad6 Vis
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,Thick1 (Å),MSE,gain_te,gain_tm,X(mm),Y(mm)
,1 (LAMPEXP),10188.86,13.1532,1.0000,1.0000,45.018,-0.194

Date/Time:,27-Aug-11 12:22:44 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.23,6.8000,-45.015,-1.189

Date/Time:,27-Aug-11 12:10:43 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.03,7.2300,-45.012,-1.182

Date/Time:,26-Aug-11 11:58:46 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.12,6.8700,-45.012,-1.185

Date/Time:,26-Aug-11 11:46:46 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.05,7.3500,-45.013,-1.182

Date/Time:,26-Aug-11 11:34:49 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.07,7.3200,-45.013,-1.181

Date/Time:,26-Aug-11 11:22:49 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.13,7.0500,-45.011,-1.182

Date/Time:,26-Aug-11 11:10:51 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.06,7.2700,-45.007,-1.180

Date/Time:,26-Aug-11 10:58:52 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.11,7.0100,-45.007,-1.170

Date/Time:,26-Aug-11 10:46:55 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.06,7.4200,-45.007,-1.170

Date/Time:,26-Aug-11 10:34:56 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.09,6.8700,-45.003,-1.169

Date/Time:,26-Aug-11 10:23:00 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.02,6.9400,-45.006,-1.166

Date/Time:,26-Aug-11 10:11:00 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.03,7.3900,-45.006,-1.173

Date/Time:,26-Aug-11 09:59:02 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.07,6.9400,-45.003,-1.168

Date/Time:,26-Aug-11 09:47:03 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.11,6.7300,-45.002,-1.161

Date/Time:,26-Aug-11 09:35:06 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.08,7.0200,-45.002,-1.166

Date/Time:,26-Aug-11 09:23:07 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.10,7.2200,-45.003,-1.165

Date/Time:,26-Aug-11 09:11:11 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.12,7.1600,-45.001,-1.158

Date/Time:,26-Aug-11 08:59:12 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.08,7.0200,-44.999,-1.157

Date/Time:,26-Aug-11 08:47:15 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.05,7.3900,-44.999,-1.153

Date/Time:,26-Aug-11 08:35:16 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.05,7.5200,-44.999,-1.158

Date/Time:,26-Aug-11 08:23:21 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.02,6.7500,-44.996,-1.150

Date/Time:,26-Aug-11 08:11:23 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.06,7.0500,-44.994,-1.149

Date/Time:,26-Aug-11 07:59:28 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.12,6.9800,-44.994,-1.150

Date/Time:,26-Aug-11 07:47:28 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.08,7.3100,-44.991,-1.147

Date/Time:,26-Aug-11 07:35:33 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.03,7.1700,-44.992,-1.149

Date/Time:,26-Aug-11 07:23:34 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.05,7.2700,-44.988,-1.145

Date/Time:,26-Aug-11 07:11:37 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.04,7.0400,-44.988,-1.141

Date/Time:,26-Aug-11 06:59:37 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.01,7.0600,-44.988,-1.145

Date/Time:,26-Aug-11 06:47:41 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.10,6.8800,-44.984,-1.143

Date/Time:,26-Aug-11 06:35:39 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 0
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,11.04,7.2200,-44.982,-1.134

Date/Time:,27-Aug-11 12:22:48 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.60,3.9300,-30.015,-1.193

Date/Time:,27-Aug-11 12:10:47 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,106.97,4.9900,-30.012,-1.188

Date/Time:,26-Aug-11 11:58:50 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.15,4.4700,-30.012,-1.189

Date/Time:,26-Aug-11 11:46:50 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.14,4.5100,-30.013,-1.187

Date/Time:,26-Aug-11 11:34:53 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.06,4.7000,-30.013,-1.186

Date/Time:,26-Aug-11 11:22:53 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.21,4.4800,-30.011,-1.186

Date/Time:,26-Aug-11 11:10:55 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.17,4.5200,-30.007,-1.184

Date/Time:,26-Aug-11 10:58:56 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.15,4.5500,-30.007,-1.177

Date/Time:,26-Aug-11 10:46:59 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.02,5.0000,-30.007,-1.177

Date/Time:,26-Aug-11 10:35:00 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.20,4.3200,-30.003,-1.176

Date/Time:,26-Aug-11 10:23:04 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,106.98,4.7300,-30.006,-1.174

Date/Time:,26-Aug-11 10:11:03 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.07,4.7400,-30.006,-1.177

Date/Time:,26-Aug-11 09:59:06 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.19,4.4800,-30.003,-1.174

Date/Time:,26-Aug-11 09:47:07 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.33,4.2300,-30.002,-1.168

Date/Time:,26-Aug-11 09:35:10 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.11,4.7600,-30.002,-1.172

Date/Time:,26-Aug-11 09:23:11 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.05,4.8200,-30.003,-1.171

Date/Time:,26-Aug-11 09:11:15 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.17,4.5800,-30.001,-1.165

Date/Time:,26-Aug-11 08:59:16 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.07,4.8200,-29.999,-1.165

Date/Time:,26-Aug-11 08:47:19 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.17,4.5300,-29.999,-1.162

Date/Time:,26-Aug-11 08:35:20 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,106.94,5.2300,-29.999,-1.165

Date/Time:,26-Aug-11 08:23:25 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.11,4.4000,-29.996,-1.158

Date/Time:,26-Aug-11 08:11:27 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.02,4.6900,-29.994,-1.157

Date/Time:,26-Aug-11 07:59:32 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.22,4.4000,-29.994,-1.157

Date/Time:,26-Aug-11 07:47:32 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.11,4.6700,-29.991,-1.154

Date/Time:,26-Aug-11 07:35:37 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.07,4.6600,-29.992,-1.156

Date/Time:,26-Aug-11 07:23:38 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.03,4.9000,-29.988,-1.152

Date/Time:,26-Aug-11 07:11:41 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,106.92,5.0600,-29.988,-1.149

Date/Time:,26-Aug-11 06:59:41 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,106.88,5.2000,-29.988,-1.151

Date/Time:,26-Aug-11 06:47:44 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.20,4.5000,-29.984,-1.150

Date/Time:,26-Aug-11 06:35:43 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 1
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,107.07,4.7700,-29.982,-1.144

Date/Time:,27-Aug-11 12:22:52 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,254.49,3.2800,-15.015,-1.197

Date/Time:,27-Aug-11 12:10:50 AM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.72,3.9600,-15.012,-1.193

Date/Time:,26-Aug-11 11:58:53 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.93,3.8100,-15.012,-1.194

Date/Time:,26-Aug-11 11:46:53 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.82,3.7400,-15.013,-1.191

Date/Time:,26-Aug-11 11:34:57 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.61,4.1600,-15.013,-1.192

Date/Time:,26-Aug-11 11:22:57 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,254.06,3.7500,-15.011,-1.191

Date/Time:,26-Aug-11 11:10:58 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.74,4.0100,-15.007,-1.189

Date/Time:,26-Aug-11 10:58:59 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.98,3.8700,-15.007,-1.184

Date/Time:,26-Aug-11 10:47:03 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.73,4.0300,-15.007,-1.184

Date/Time:,26-Aug-11 10:35:04 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.97,3.7400,-15.003,-1.183

Date/Time:,26-Aug-11 10:23:07 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.62,4.2300,-15.006,-1.181

Date/Time:,26-Aug-11 10:11:07 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.61,4.1400,-15.006,-1.182

Date/Time:,26-Aug-11 09:59:09 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.99,3.5700,-15.003,-1.179

Date/Time:,26-Aug-11 09:47:10 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,254.18,3.4600,-15.002,-1.175

Date/Time:,26-Aug-11 09:35:13 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,254.08,3.6000,-15.002,-1.178

Date/Time:,26-Aug-11 09:23:14 PM
Film name:,SE_SQC JAW HTM 33
Stage group:,Pad 2
Lot ID:,SQC NSTD
Wafer ID:,# 24
Title:,Point#,IntraJAW (Å),SiO2 (Å),MSE,X(mm),Y(mm)
,1 (LAMPEXP),10.00,253.75,4.1100,-15.003,-1.177
